MUO_temp_filtered_pulse_data
Ch0_time1 (s),Ch0_amp1 (V),Ch0_width1,Ch0_time2,Ch0_amp2,Ch0_width2,Ch1_time1,Ch1_amp1,Ch1_width1,Ch1_time2,Ch1_amp2,Ch1_width2
5.408E-06,0.457068,6.745086E-08,6.884E-06,0.015004,4.972422E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.188064,5.537235E-08,1.288E-05,0.01361,4.94663E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.215641,6.287707E-08,6.592E-06,0.072793,6.46359E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.343886,6.475037E-08,6.932E-06,0.019239,5.419721E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.353879,6.422389E-08,6.592E-06,0.020375,5.890449E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.215984,6.203541E-08,1.942E-05,0.047317,5.863643E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.404E-06,0.452931,6.661656E-08,6.636E-06,0.019204,5.233412E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.242473,6.514586E-08,8.112E-06,0.026241,5.280068E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.202924,7.292543E-08,6.704E-06,0.027704,5.467531E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.284873,6.087541E-08,6.62E-06,0.013486,5.510737E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.270465,6.982839E-08,6.552E-06,0.024947,5.336463E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.387094,6.656532E-08,7.844E-06,0.030807,5.569325E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.373608,6.548239E-08,6.604E-06,0.019311,5.355601E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.247459,5.910276E-08,6.596E-06,0.027236,5.736624E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.216357,6.058032E-08,1.0164E-05,0.080336,5.849632E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.250094,6.349737E-08,8.192E-06,0.032087,5.381935E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.233326,5.981863E-08,1.0916E-05,0.086212,6.351235E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.340955,6.428722E-08,7.304E-06,0.018046,6.405544E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.244842,6.496747E-08,6.76E-06,0.030017,5.364103E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.304983,6.502935E-08,6.62E-06,0.017789,5.760134E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.303463,5.716394E-08,8.448E-06,0.012066,5.333476E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.311507,6.144924E-08,6.624E-06,0.030862,5.584455E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.273372,6.4384E-08,4.1352E-05,0.090603,5.874566E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.308598,6.496448E-08,6.76E-06,0.020838,6.79005E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.382701,6.355788E-08,6.708E-06,0.01811,5.473159E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.215355,6.42601E-08,6.932E-06,0.058161,7.435416E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.353815,6.41605E-08,6.612E-06,0.02103,5.819312E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.310616,6.098525E-08,7.228E-06,0.020367,5.493849E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.261507,6.645818E-08,6.616E-06,0.020078,5.424688E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.27991,6.79821E-08,8.888E-06,0.039229,6.109182E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.22669,6.126729E-08,6.564E-06,0.026017,5.538037E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.307776,6.501456E-08,6.596E-06,0.018004,5.130173E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.217577,6.514822E-08,6.54E-06,0.016789,5.553435E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.367909,6.168251E-08,6.624E-06,0.020081,5.195586E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.429508,6.422378E-08,6.892E-06,0.02492,5.433136E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.264747,6.963843E-08,1.3028E-05,0.065702,6.568177E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.4E-06,0.503705,7.093624E-08,6.692E-06,0.026413,5.306934E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.245448,7.891386E-08,6.772E-06,0.018197,5.300438E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.417885,7.074914E-08,6.628E-06,0.033294,5.521404E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.306956,6.378208E-08,6.6E-06,0.025505,5.587939E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.302383,6.487581E-08,7.076E-06,0.086382,7.453861E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.292437,6.547365E-08,1.4148E-05,0.079211,6.004507E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.231848,6.327951E-08,6.584E-06,0.017921,5.484263E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.260678,5.995668E-08,4.1044E-05,0.176011,6.451305E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.212132,6.573766E-08,6.62E-06,0.017625,5.386919E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.238957,8.482013E-08,6.784E-06,0.020909,5.571472E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.370876,6.932521E-08,7.036E-06,0.018898,5.55403E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.270658,6.54949E-08,6.576E-06,0.026185,5.349164E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.330999,6.197648E-08,6.588E-06,0.024203,5.442362E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.225803,6.016299E-08,2.6392E-05,0.356671,6.25458E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.229325,6.545564E-08,8.1E-06,0.017871,5.677175E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.281227,6.294108E-08,2.7076E-05,0.07985,6.624147E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.239354,6.492544E-08,2.1948E-05,0.020083,5.593226E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.404922,7.06965E-08,6.6E-06,0.023686,5.434719E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.435139,6.409331E-08,6.62E-06,0.020019,5.598729E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.35364,6.588423E-08,1.8904E-05,0.10425,5.571015E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.221489,6.496567E-08,6.784E-06,0.023129,5.359015E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.285642,7.141578E-08,6.912E-06,0.01794,5.051137E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.46457,6.923806E-08,6.672E-06,0.022835,5.418763E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.404E-06,0.438212,6.908288E-08,6.572E-06,0.040927,5.477556E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.184149,5.946597E-08,8.188E-06,0.057711,6.076281E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.20816,6.978273E-08,6.98E-06,0.061362,6.653484E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.277415,6.200765E-08,6.62E-06,0.02198,5.297771E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.448E-06,0.131941,5.477755E-08,7.672E-06,0.020487,5.203777E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.228863,6.05379E-08,9.856E-06,0.072541,6.585284E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.247797,6.815935E-08,9.072E-06,0.0898,5.892465E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.270895,6.532115E-08,6.876E-06,0.052102,6.773009E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.271743,6.226877E-08,7.24E-06,0.016774,5.676217E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.289484,7.004115E-08,7.032E-06,0.028432,5.653916E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.278425,6.354189E-08,8.012E-06,0.020351,5.59126E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.207211,7.054662E-08,6.632E-06,0.033807,5.496481E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.308762,6.542069E-08,7.036E-06,0.048614,5.854889E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.314007,6.546936E-08,6.72E-06,0.032593,5.199183E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.246081,6.980711E-08,6.632E-06,0.033285,6.712983E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.266397,6.802362E-08,1.6308E-05,0.335402,6.409293E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.338303,6.2736E-08,6.86E-06,0.035211,7.232923E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.405382,5.928225E-08,6.536E-06,0.013914,5.352164E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.225649,5.969468E-08,2.4128E-05,0.076079,7.918971E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.378441,6.172298E-08,7.68E-06,0.027527,5.473164E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.231223,7.391535E-08,8.32E-06,0.034658,5.66882E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.376757,6.892569E-08,6.656E-06,0.016459,5.667179E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.403837,6.673097E-08,7.292E-06,0.027981,5.418989E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.4E-06,0.393503,7.560191E-08,7.244E-06,0.023202,6.320331E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.257634,6.6681E-08,6.7E-06,0.028369,5.589927E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.318226,6.849207E-08,8.816E-06,0.067108,6.42845E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.235193,6.360393E-08,6.816E-06,0.024374,5.922763E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.253344,6.134752E-08,6.616E-06,0.040959,5.49449E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.347607,6.342864E-08,6.744E-06,0.026169,5.499385E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.326176,7.281456E-08,2.2756E-05,0.021107,5.932235E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.260083,6.505307E-08,7.056E-06,0.022607,5.848928E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.264962,6.466132E-08,1.1316E-05,0.014618,5.684314E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.247353,6.084266E-08,6.508E-06,0.024778,5.22114E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.315755,6.871163E-08,6.816E-06,0.025502,8.024981E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.396E-06,0.52746,7.560566E-08,6.652E-06,0.029681,5.306489E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.333242,6.100578E-08,6.796E-06,0.022785,5.650396E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.26019,6.426896E-08,6.588E-06,0.0311,5.405791E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.266643,6.247481E-08,7.464E-06,0.059509,6.947265E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.318026,6.184327E-08,1.0668E-05,0.047082,5.739372E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.280908,6.457257E-08,3.4136E-05,0.092126,5.699029E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.273783,7.07351E-08,6.612E-06,0.00874,1.576557E-07,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.229008,6.3981E-08,3.8924E-05,0.154661,5.962787E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.232209,6.342553E-08,6.844E-06,0.016081,5.250392E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.378991,6.447141E-08,6.772E-06,0.016907,6.011551E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.215648,5.827464E-08,6.5E-06,0.018544,5.479145E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.256367,7.17701E-08,6.58E-06,0.015959,5.598922E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.235805,6.807481E-08,1.0392E-05,0.089273,6.08434E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.210818,6.195142E-08,6.6E-06,0.036228,5.422388E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.327148,6.55788E-08,7.776E-06,0.036719,6.542076E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.240682,6.467111E-08,7.92E-06,0.023722,5.486914E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.283601,6.782015E-08,6.6E-06,0.020591,5.576973E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.36139,6.920513E-08,1.2984E-05,0.036384,5.760314E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.418838,6.361538E-08,6.6E-06,0.018728,5.89489E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.399196,6.664574E-08,6.544E-06,0.020871,5.211214E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.273408,5.705205E-08,2.422E-05,0.017283,5.950747E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.355885,6.390438E-08,6.608E-06,0.022532,5.281648E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.32654,6.589543E-08,6.516E-06,0.04385,6.025129E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.349892,6.16622E-08,6.66E-06,0.039132,5.513186E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.450109,6.313238E-08,6.832E-06,0.019377,5.877097E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.289654,6.892262E-08,6.644E-06,0.023858,5.415202E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.274266,6.471512E-08,6.904E-06,0.034136,5.283522E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.244072,7.333481E-08,6.568E-06,0.020912,5.524817E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.349662,6.541454E-08,3.6744E-05,0.019903,5.311965E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.299166,6.857605E-08,6.6E-06,0.025771,5.322866E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.235494,6.40221E-08,6.752E-06,0.02613,5.554563E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.280762,6.765028E-08,8.084E-06,0.020977,5.205598E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.312507,6.481931E-08,6.62E-06,0.022938,5.424531E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.414859,6.54287E-08,6.656E-06,0.020226,5.394453E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.31685,6.819446E-08,8.092E-06,0.069859,5.919429E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.258263,6.288745E-08,7.004E-06,0.018051,5.143427E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.331569,6.37547E-08,6.648E-06,0.032916,5.333581E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.252121,7.13551E-08,8.772E-06,0.101472,5.625736E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.287253,6.43451E-08,1.6584E-05,0.029241,6.942299E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.353031,6.928033E-08,6.524E-06,0.023545,5.251916E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.309268,7.28398E-08,1.198E-05,0.044303,6.140145E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.27424,7.803583E-08,6.68E-06,0.028931,5.510067E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.246728,6.668436E-08,9.372E-06,0.048158,6.61752E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.383053,6.73493E-08,6.528E-06,0.026572,5.366494E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.289068,5.988924E-08,6.592E-06,0.023828,5.635176E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.249575,7.218118E-08,7.484E-06,0.043021,5.65703E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.25237,7.051272E-08,6.872E-06,0.027918,5.510932E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.376E-06,0.585898,9.473473E-08,1.1208E-05,0.175336,6.150015E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.238771,6.296224E-08,7.936E-06,0.039422,5.432671E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.246247,6.223567E-08,6.544E-06,0.023368,6.729097E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.392942,6.735719E-08,7.252E-06,0.022779,5.440338E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.244006,6.042086E-08,6.656E-06,0.015657,5.517813E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.234917,6.377932E-08,6.628E-06,0.024002,5.243915E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.252472,6.228176E-08,6.96E-06,0.024869,5.647344E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.448E-06,0.13572,5.478556E-08,2.888E-05,0.011787,6.133412E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.330412,6.455764E-08,1.6188E-05,0.288352,6.613884E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.45731,6.272973E-08,6.652E-06,0.027751,5.553711E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.34224,6.617947E-08,6.772E-06,0.018564,5.678393E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.350387,6.202127E-08,6.808E-06,0.029275,5.429987E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.3721,7.315117E-08,6.576E-06,0.024175,5.868554E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.392E-06,0.536348,7.291628E-08,7.204E-06,0.025849,5.385135E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.253126,6.418872E-08,6.644E-06,0.020905,5.84567E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.308226,6.520304E-08,6.64E-06,0.041832,5.453571E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.274011,6.786997E-08,6.72E-06,0.030157,5.485786E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.471906,6.416144E-08,6.612E-06,0.015655,5.018395E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.396E-06,0.537049,7.085486E-08,7.912E-06,0.019125,5.364538E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.278399,5.876161E-08,9.62E-06,0.088624,6.118604E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.256385,6.201191E-08,8.6E-06,0.032332,7.832073E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.295546,6.853142E-08,6.936E-06,0.018639,5.393179E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.453103,6.460855E-08,7.504E-06,0.029304,5.55886E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.36E-06,0.622151,9.703649E-08,6.56E-06,0.035983,5.648992E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.32033,6.596332E-08,6.776E-06,0.021501,5.66646E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.296368,6.49559E-08,6.648E-06,0.01777,5.275028E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.382994,6.595451E-08,6.872E-06,0.028089,5.342367E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.322789,6.933316E-08,7.888E-06,0.343491,6.855517E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.410262,6.412909E-08,7.512E-06,0.01863,5.530133E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.270514,6.987922E-08,6.644E-06,0.02263,5.581916E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.28797,6.441564E-08,6.96E-06,0.027737,5.562669E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.316662,6.485499E-08,7.028E-06,0.024284,5.640313E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.274012,6.298488E-08,6.624E-06,0.020768,5.416197E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.404E-06,0.491173,6.747194E-08,6.528E-06,0.018904,5.716743E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.368824,6.580034E-08,6.548E-06,0.018116,5.262578E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.216195,5.977136E-08,6.88E-06,0.023437,5.524532E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.21742,7.662935E-08,6.824E-06,0.02265,5.233948E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.280947,6.776785E-08,2.2256E-05,0.04061,5.615992E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.38754,6.933358E-08,6.652E-06,0.020193,5.921793E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.285511,7.33197E-08,3.9416E-05,0.024896,6.683114E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.203824,5.904056E-08,6.664E-06,0.017839,5.174758E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.231834,5.817419E-08,6.868E-06,0.026406,5.35212E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.294683,6.748335E-08,6.78E-06,0.017232,6.093134E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.302996,6.53188E-08,2.3272E-05,0.01749,6.295094E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.457276,6.881329E-08,6.836E-06,0.019805,5.677366E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.318219,6.546334E-08,6.596E-06,0.016699,5.362176E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.36612,6.74947E-08,7.556E-06,0.018065,5.013863E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.360902,6.762736E-08,6.844E-06,0.021864,5.382667E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.448E-06,0.137639,5.495922E-08,7.256E-06,0.020718,5.474058E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.227176,6.300785E-08,6.752E-06,0.03274,5.402815E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.292126,6.522943E-08,1.1076E-05,0.046918,5.571519E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.243803,7.060461E-08,6.636E-06,0.019924,5.130745E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.207028,6.260217E-08,6.556E-06,0.019527,5.453145E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.345738,6.554681E-08,6.956E-06,0.033235,5.764286E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.302148,6.234185E-08,6.764E-06,0.017973,5.401883E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.293011,6.924271E-08,6.66E-06,0.02052,5.509142E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.365355,6.525206E-08,7.08E-06,0.01942,5.658493E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.304747,6.456242E-08,6.9E-06,0.020192,5.332669E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.205652,6.268956E-08,7.188E-06,0.106883,6.241949E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.219865,5.982632E-08,2.3996E-05,0.018727,5.645233E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.269893,6.677668E-08,6.888E-06,0.016328,5.550151E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.352122,6.011347E-08,7.54E-06,0.025574,5.258194E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.229285,6.389962E-08,9.248E-06,0.0828,6.138506E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.296179,6.263363E-08,1.0044E-05,0.072758,6.134875E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.30333,6.893291E-08,6.612E-06,0.020959,5.316646E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.193553,6.343625E-08,6.984E-06,0.022267,5.53804E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.272359,6.390346E-08,4.4752E-05,0.126998,7.127233E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.266907,6.111595E-08,3.456E-05,0.30263,6.490657E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.310487,6.016036E-08,1.2692E-05,0.076405,5.766627E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.280655,6.766934E-08,6.9E-06,0.02247,5.584386E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.247736,6.252431E-08,6.616E-06,0.020637,5.364474E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.279346,7.750865E-08,3.19E-05,0.020022,5.701619E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.30885,6.455548E-08,1.198E-05,0.061945,6.817075E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.364E-06,0.61904,9.842947E-08,2.3612E-05,0.0612,5.497384E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.296388,6.434105E-08,6.592E-06,0.021004,5.673415E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.359287,7.023493E-08,6.784E-06,0.028646,5.52926E-08,0.0,0.0,0.0,0.0,0.0,0.0
