MUO_temp_filtered_pulse_data
Ch0_time1 (s),Ch0_amp1 (V),Ch0_width1,Ch0_time2,Ch0_amp2,Ch0_width2,Ch1_time1,Ch1_amp1,Ch1_width1,Ch1_time2,Ch1_amp2,Ch1_width2
5.42E-06,0.318111,6.341727E-08,6.6E-06,0.016017,5.528247E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.252919,6.28884E-08,7.032E-06,0.045251,6.267451E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.356E-06,0.623171,1.024091E-07,6.836E-06,0.017353,5.442858E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.275396,6.565669E-08,6.588E-06,0.018731,5.534675E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.330731,5.922117E-08,6.8E-06,0.018742,5.327398E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.218854,6.456767E-08,6.804E-06,0.021583,5.563798E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.223655,6.693002E-08,7.52E-06,0.017572,5.490941E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.374496,6.433001E-08,6.624E-06,0.016429,5.569068E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.248254,6.608222E-08,4.1564E-05,0.032318,5.562382E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.247317,6.571783E-08,7.044E-06,0.020506,5.505286E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.246309,8.171629E-08,9.82E-06,0.030467,5.482819E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.273635,6.636665E-08,7.896E-06,0.026217,5.47173E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.238251,7.111303E-08,4.072E-05,0.038833,5.948674E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.369138,6.596776E-08,6.864E-06,0.018303,5.377945E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.255653,7.425271E-08,6.656E-06,0.026555,5.466797E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.344738,6.336648E-08,6.624E-06,0.02482,5.713269E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.240171,6.280557E-08,8.5E-06,0.098644,6.548506E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.2227,6.136302E-08,7.944E-06,0.02209,5.527595E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.404E-06,0.468736,6.912625E-08,6.72E-06,0.036873,5.689355E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.300112,6.674006E-08,6.64E-06,0.016885,5.485619E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.444E-06,0.153862,5.6366E-08,7.572E-06,0.02684,5.448877E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.274571,5.909824E-08,6.576E-06,0.021571,5.790942E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.267274,7.310196E-08,6.432E-06,0.016036,8.129214E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.239846,6.409228E-08,7.448E-06,0.019629,5.586814E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.36E-06,0.62805,1.006154E-07,6.368E-06,0.093239,5.929315E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.302264,6.647876E-08,7.396E-06,0.063732,6.291473E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.41071,6.675861E-08,6.8E-06,0.028076,5.445269E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.203409,6.532701E-08,7.152E-06,0.015634,5.441926E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.298958,7.805607E-08,6.652E-06,0.023919,5.354959E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.25592,6.974781E-08,7.644E-06,0.074678,5.934533E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.334192,6.353647E-08,6.6E-06,0.022608,5.978066E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.304967,6.705318E-08,6.96E-06,0.026534,5.287138E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.376,6.784559E-08,6.584E-06,0.018521,5.281969E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.260651,6.456364E-08,6.616E-06,0.019721,5.565341E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.398287,7.358567E-08,6.568E-06,0.031276,5.280913E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.300341,6.418994E-08,6.624E-06,0.023853,5.303055E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.31474,6.757007E-08,6.508E-06,0.04788,5.642424E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.317485,6.580878E-08,6.608E-06,0.02961,5.664527E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.388908,6.583164E-08,7.608E-06,0.026157,5.603943E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.350488,6.694128E-08,1.452E-05,0.063231,6.194066E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.375269,6.882602E-08,6.664E-06,0.018289,5.727641E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.234194,6.461079E-08,3.9448E-05,0.174937,6.261012E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.20838,6.69137E-08,6.648E-06,0.017407,6.134954E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.250021,6.335461E-08,6.612E-06,0.023959,5.07048E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.279478,6.261343E-08,7.232E-06,0.025396,5.165123E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.262264,6.415718E-08,6.896E-06,0.030196,5.424801E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.244068,7.156032E-08,3.3708E-05,0.043646,6.673389E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.232424,6.488345E-08,1.3188E-05,0.06577,5.866516E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.316534,6.703056E-08,7.052E-06,0.077412,6.068121E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.303726,6.285898E-08,6.916E-06,0.021983,5.673858E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.329844,6.24513E-08,6.604E-06,0.033105,5.356677E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.237325,6.447781E-08,6.652E-06,0.023475,5.290515E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.413941,6.242766E-08,6.864E-06,0.020647,5.454614E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.403048,6.490259E-08,2.476E-05,0.105084,6.111574E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.217174,6.116584E-08,7.028E-06,0.036289,5.450222E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.226708,6.684119E-08,7.832E-06,0.023914,6.655932E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.305445,6.900301E-08,7.14E-06,0.028412,5.733631E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.395899,6.704748E-08,6.608E-06,0.021366,5.320811E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.26009,6.465055E-08,6.512E-06,0.02379,5.654545E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.271106,6.536023E-08,6.54E-06,0.018143,5.38382E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.348054,6.581325E-08,6.724E-06,0.029818,6.897439E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.255415,7.201377E-08,2.3748E-05,0.378488,6.804219E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.306134,6.553247E-08,6.62E-06,0.014038,4.94331E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.234305,6.466797E-08,2.9704E-05,0.268801,6.598153E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.327276,6.576933E-08,7.348E-06,0.087832,5.708922E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.31792,6.355603E-08,8.952E-06,0.027349,5.41836E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.421851,6.707306E-08,6.612E-06,0.027312,6.626074E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.322883,6.736816E-08,8.488E-06,0.045405,5.848543E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.313812,6.670016E-08,8.836E-06,0.023301,5.934579E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.278577,6.577668E-08,7.816E-06,0.026256,5.760941E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.332935,6.195303E-08,6.68E-06,0.017508,5.212891E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.230211,6.455558E-08,1.1844E-05,0.058303,5.620155E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.270232,6.641093E-08,6.668E-06,0.078349,5.968303E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.317066,7.302797E-08,7.292E-06,0.032615,5.205689E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.34906,7.480174E-08,6.804E-06,0.016558,5.190811E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.291068,6.323474E-08,6.896E-06,0.018679,5.563886E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.312226,6.438293E-08,6.668E-06,0.019404,5.770575E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.285246,7.196253E-08,6.9E-06,0.019493,5.159383E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.28871,6.436959E-08,6.688E-06,0.019665,5.478291E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.302604,6.587344E-08,6.64E-06,0.019919,5.582486E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.300354,6.686995E-08,6.624E-06,0.016889,5.340303E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.323978,6.694177E-08,6.612E-06,0.015447,5.26892E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.476824,6.37303E-08,6.596E-06,0.027529,5.598725E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.222518,6.438713E-08,6.648E-06,0.016927,5.482772E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.360463,6.757535E-08,6.572E-06,0.021709,5.774575E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.182327,6.106284E-08,6.652E-06,0.023101,5.644163E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.218496,6.128936E-08,3.5744E-05,0.015522,5.274764E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.293714,6.50384E-08,7.408E-06,0.053861,7.795239E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.257991,6.397227E-08,1.526E-05,0.023942,5.843711E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.249088,6.97882E-08,8.332E-06,0.085621,5.646743E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.23803,6.48084E-08,6.88E-06,0.01825,5.291576E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.259855,6.12774E-08,3.8452E-05,0.099856,6.342488E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.321506,7.33193E-08,1.3008E-05,0.068646,5.91958E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.238161,6.505904E-08,6.64E-06,0.022029,5.555665E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.358706,6.714569E-08,6.608E-06,0.015733,5.583828E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.292599,6.615122E-08,9.492E-06,0.488122,6.952109E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.24607,5.942888E-08,1.1884E-05,0.028037,6.181885E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.272107,6.976883E-08,1.6148E-05,0.016909,5.56632E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.408258,7.071162E-08,1.5668E-05,0.01599,5.58225E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.206713,6.334156E-08,6.828E-06,0.019543,5.699526E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.30906,6.778401E-08,6.588E-06,0.017112,5.389418E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.359513,6.587623E-08,6.852E-06,0.035144,5.842661E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.280519,6.466013E-08,4.0436E-05,0.11385,6.399567E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.218397,6.824409E-08,6.616E-06,0.012628,5.356253E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.353831,6.830519E-08,7.34E-06,0.01729,5.984908E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.340257,6.257996E-08,9.048E-06,0.027365,7.59371E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.234914,6.717247E-08,6.728E-06,0.074857,6.739662E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.444E-06,0.155169,5.583121E-08,1.3484E-05,0.015658,5.452479E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.404E-06,0.476737,6.918092E-08,6.936E-06,0.028165,5.439039E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.26191,6.19927E-08,6.588E-06,0.022252,5.438944E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.233569,6.364091E-08,6.908E-06,0.086902,7.255812E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.408699,6.382797E-08,6.592E-06,0.021997,5.476315E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.235191,6.491543E-08,6.608E-06,0.030548,5.766455E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.295852,6.2472E-08,7.9E-06,0.351001,6.543925E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.196164,5.97657E-08,6.504E-06,0.027513,5.266995E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.279136,6.412663E-08,6.992E-06,0.029163,5.257141E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.455346,7.175201E-08,6.62E-06,0.028226,5.65376E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.260012,5.992971E-08,1.454E-05,0.030503,6.941402E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.234814,6.830449E-08,7.28E-06,0.019882,5.640772E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.224917,6.644596E-08,9.436E-06,0.077397,5.879214E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.416E-06,0.358187,6.462886E-08,6.768E-06,0.020287,5.335124E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.338872,6.086881E-08,6.616E-06,0.019378,9.363461E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.267634,6.526158E-08,6.66E-06,0.01617,5.675096E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.228114,6.060169E-08,6.644E-06,0.020669,5.517046E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.216892,6.63501E-08,6.832E-06,0.018226,5.810308E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.428E-06,0.255565,6.51289E-08,6.464E-06,0.094088,6.678523E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.436E-06,0.217119,6.660961E-08,6.66E-06,0.02846,5.453096E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.392E-06,0.497937,7.33925E-08,6.508E-06,0.025584,5.435259E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.408E-06,0.457947,6.787281E-08,7.016E-06,0.016552,5.407537E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.336077,6.416422E-08,6.572E-06,0.035981,5.856594E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.279509,6.275191E-08,6.572E-06,0.027754,5.346867E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.424E-06,0.296485,6.410089E-08,7.024E-06,0.027828,5.529474E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.412E-06,0.374557,7.164095E-08,2.7908E-05,0.017572,5.720614E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.44E-06,0.208375,6.61099E-08,7.924E-06,0.017317,5.494425E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.231319,6.624366E-08,6.6E-06,0.028588,5.310883E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.356E-06,0.63321,1.030852E-07,6.472E-06,0.017532,5.27105E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.207919,7.210582E-08,8.7E-06,0.079147,5.592424E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.270924,7.452683E-08,6.588E-06,0.124988,6.211522E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.222911,6.146041E-08,6.616E-06,0.020599,5.345028E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.42E-06,0.253305,6.366781E-08,6.756E-06,0.018223,5.554909E-08,0.0,0.0,0.0,0.0,0.0,0.0
5.432E-06,0.216988,6.075516E-08,7.9E-06,0.049531,5.788398E-08,0.0,0.0,0.0,0.0,0.0,0.0
